"id_respondent","cultural_choice","cultural.choice_order","occupation_card","team"
"group2-17-04-25_15:00","носят adidas",2,"кассир","group2"
"group2-17-04-25_15:00","носят adidas",3,"электромонтер","group2"
"group2-17-04-25_15:00","покупают в среднем две книги в месяц",1,"юрист","group2"
"group2-17-04-25_15:00","покупают в среднем две книги в месяц",2,"администратор гостиницы","group2"
"group2-17-04-25_15:00","покупают в среднем две книги в месяц",3,"артист оркестра","group2"
"group2-17-04-25_15:00","имеют абонемент в фитнес-клуб",1,"психотерапевт","group2"
"group2-17-04-25_15:00","имеют абонемент в фитнес-клуб",2,"секретарь","group2"
"group2-17-04-25_15:00","имеют абонемент в фитнес-клуб",3,"повар","group2"
"group2-17-04-25_15:00","читают донцову",1,"кассир","group2"
"group2-17-04-25_15:00","читают донцову",2,"воспитатель","group2"
"group2-17-04-25_15:00","читают донцову",3,"медсестра","group2"
"group2-17-04-25_15:00","любят песни шамана",1,"лейтенант вмф","group2"
"group2-17-04-25_15:00","любят песни шамана",2,"водитель такси","group2"
"group2-17-04-25_15:00","любят песни шамана",3,"водитель такси","group2"
"group2-17-04-25_15:00","смотрят фестивальное кино",1,"веб-дизайнер","group2"
"group2-17-04-25_15:00","смотрят фестивальное кино",2,"дизайнер интерьеров","group2"
"group2-17-04-25_15:00","смотрят фестивальное кино",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-17-04-25_15:00","покупают продукты в вкусвилле",1,"бариста","group2"
"group2-17-04-25_15:00","покупают продукты в вкусвилле",2,"мастер маникюра","group2"
"group2-17-04-25_15:00","покупают продукты в вкусвилле",3,"веб-дизайнер","group2"
"group2-17-04-25_15:00","смотрят телеканал нтв",1,"медсестра","group2"
"group2-17-04-25_15:00","смотрят телеканал нтв",2,"охранник","group2"
"group2-17-04-25_15:00","смотрят телеканал нтв",3,"токарь","group2"
"group2-17-04-25_15:00","вегетарианцы",1,"бариста","group2"
"group2-17-04-25_15:00","вегетарианцы",2,"веб-дизайнер","group2"
"group2-17-04-25_15:00","вегетарианцы",3,"дизайнер интерьеров","group2"
"group2-17-04-25_15:00","прыгали с парашютом",1,"отделочник-универсал","group2"
"group2-17-04-25_15:00","прыгали с парашютом",2,"лейтенант вмф","group2"
"group2-17-04-25_15:00","прыгали с парашютом",3,"менеджер по продажам","group2"
"group2-17-04-25_15:00","знают французский",1,"архитектор","group2"
"group2-17-04-25_15:00","знают французский",2,"юрист","group2"
"group2-17-04-25_15:00","знают французский",3,"школьный учитель","group2"
"group2-17-04-25_15:00","зарабатывают больше 200 тысяч рублей в месяц",1,"дизайнер интерьеров","group2"
"group2-17-04-25_15:00","зарабатывают больше 200 тысяч рублей в месяц",2,"финансовый консультант","group2"
"group2-17-04-25_15:00","зарабатывают больше 200 тысяч рублей в месяц",3,"прораб","group2"
"group2-17-04-25_15:00","занимаются йогой",1,"бариста","group2"
"group2-17-04-25_15:00","занимаются йогой",2,"дизайнер интерьеров","group2"
"group2-17-04-25_15:00","занимаются йогой",3,"веб-дизайнер","group2"
"group2-17-04-25_15:00","живут на петроградке",1,"научный сотрудник","group2"
"group2-17-04-25_15:00","живут на петроградке",2,"университетский профессор","group2"
"group2-17-04-25_15:00","живут на петроградке",3,"архитектор","group2"
"group2-17-04-25_15:00","младше 30 лет",1,"официант","group2"
"group2-17-04-25_15:00","младше 30 лет",2,"бариста","group2"
"group2-17-04-25_15:00","младше 30 лет",3,"мастер маникюра","group2"
"group2-17-04-25_15:00","бывали на каникулах в италии",1,"университетский профессор","group2"
"group2-17-04-25_15:00","бывали на каникулах в италии",2,"начальник отдела технического контроля","group2"
"group2-17-04-25_15:00","бывали на каникулах в италии",3,"архитектор","group2"
"group2-17-04-25_15:00","придерживаются оппозиционных политических взглядов",1,"водитель бензовоза","group2"
"group2-17-04-25_15:00","придерживаются оппозиционных политических взглядов",2,"бариста","group2"
"group2-17-04-25_15:00","придерживаются оппозиционных политических взглядов",3,"водитель такси","group2"
"group2-17-04-25_15:00","регулярно посещают психолога",1,"разработчик программного обеспечения","group2"
"group2-17-04-25_15:00","регулярно посещают психолога",2,"психотерапевт","group2"
"group2-17-04-25_15:00","регулярно посещают психолога",3,"воспитатель","group2"
"group2-17-04-25_15:00","были в мариинском театре в прошлом месяце",1,"юрист","group2"
"group2-17-04-25_15:00","были в мариинском театре в прошлом месяце",2,"финансовый консультант","group2"
"group2-17-04-25_15:00","были в мариинском театре в прошлом месяце",3,"агент по недвижимости","group2"
"group2-17-04-25_15:00","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"юрист","group2"
"group2-17-04-25_15:00","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"веб-дизайнер","group2"
"group2-17-04-25_15:00","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"менеджер по продажам","group2"
"group2-17-04-25_15:00","не ходят к зубному врачу пока не болят зубы",1,"официант","group2"
"group2-17-04-25_15:00","не ходят к зубному врачу пока не болят зубы",2,"прораб","group2"
"group2-17-04-25_15:00","не ходят к зубному врачу пока не болят зубы",3,"охранник","group2"
"group2-17-04-25_15:00","любят стендап",1,"психотерапевт","group2"
"group2-17-04-25_15:00","любят стендап",2,"бариста","group2"
"group2-17-04-25_15:00","любят стендап",3,"дизайнер интерьеров","group2"
"group2-17-04-25_15:00","живут в мурино",1,"грузчик","group2"
"group2-17-04-25_15:00","живут в мурино",2,"водитель такси","group2"
"group2-17-04-25_15:00","живут в мурино",3,"кассир","group2"
"group2-20-04-2025_19:31","пьют фильтр-кофе или напитки на основе эспрессо",1,"бариста","group2"
"group2-20-04-2025_19:31","пьют фильтр-кофе или напитки на основе эспрессо",2,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","пьют фильтр-кофе или напитки на основе эспрессо",3,"повар","group2"
"group2-20-04-2025_19:31","были на спортивном матче в последние полгода",1,"мастер маникюра","group2"
"group2-20-04-2025_19:31","были на спортивном матче в последние полгода",2,"продавец-консультант","group2"
"group2-20-04-2025_19:31","были на спортивном матче в последние полгода",3,"школьный учитель","group2"
"group2-20-04-2025_19:31","старше 60 лет",1,"охранник","group2"
"group2-20-04-2025_19:31","старше 60 лет",2,"университетский профессор","group2"
"group2-20-04-2025_19:31","старше 60 лет",3,"артист оркестра","group2"
"group2-20-04-2025_19:31","отдыхают в турции",1,"бариста","group2"
"group2-20-04-2025_19:31","отдыхают в турции",2,"бухгалтер","group2"
"group2-20-04-2025_19:31","отдыхают в турции",3,"начальник отдела технического контроля","group2"
"group2-20-04-2025_19:31","ежедневно проводят в соцсетях свыше двух часов",1,"менеджер по продажам","group2"
"group2-20-04-2025_19:31","ежедневно проводят в соцсетях свыше двух часов",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","ежедневно проводят в соцсетях свыше двух часов",3,"администратор гостиницы","group2"
"group2-20-04-2025_19:31","регулярно посещают церковь",1,"психотерапевт","group2"
"group2-20-04-2025_19:31","регулярно посещают церковь",2,"архитектор","group2"
"group2-20-04-2025_19:31","регулярно посещают церковь",3,"врач отоларинголог","group2"
"group2-20-04-2025_19:31","любят салат оливье",1,"научный сотрудник","group2"
"group2-20-04-2025_19:31","любят салат оливье",2,"лейтенант вмф","group2"
"group2-20-04-2025_19:31","любят салат оливье",3,"кассир","group2"
"group2-20-04-2025_19:31","имеют троих детей",1,"инженер-конструктор","group2"
"group2-20-04-2025_19:31","имеют троих детей",2,"охранник","group2"
"group2-20-04-2025_19:31","имеют троих детей",3,"прораб","group2"
"group2-20-04-2025_19:31","регулярно выезжают на шашлыки",1,"школьный учитель","group2"
"group2-20-04-2025_19:31","регулярно выезжают на шашлыки",2,"электромонтер","group2"
"group2-20-04-2025_19:31","регулярно выезжают на шашлыки",3,"водитель такси","group2"
"group2-20-04-2025_19:31","не празднуют 8 марта и 23 февраля",1,"официант","group2"
"group2-20-04-2025_19:31","не празднуют 8 марта и 23 февраля",2,"мастер маникюра","group2"
"group2-20-04-2025_19:31","не празднуют 8 марта и 23 февраля",3,"прораб","group2"
"group2-20-04-2025_19:31","носят натуральную дубленку или шубу из натурального меха",1,"бухгалтер","group2"
"group2-20-04-2025_19:31","носят натуральную дубленку или шубу из натурального меха",2,"товаровед","group2"
"group2-20-04-2025_19:31","носят натуральную дубленку или шубу из натурального меха",3,"кассир","group2"
"group2-20-04-2025_19:31","пьют баночное пиво из супермаркета",1,"грузчик","group2"
"group2-20-04-2025_19:31","пьют баночное пиво из супермаркета",2,"прораб","group2"
"group2-20-04-2025_19:31","пьют баночное пиво из супермаркета",3,"электромонтер","group2"
"group2-20-04-2025_19:31","носят adidas",1,"токарь","group2"
"group2-20-04-2025_19:31","носят adidas",2,"отделочник-универсал","group2"
"group2-20-04-2025_19:31","носят adidas",3,"электромонтер","group2"
"group2-20-04-2025_19:31","покупают в среднем две книги в месяц",1,"университетский профессор","group2"
"group2-20-04-2025_19:31","покупают в среднем две книги в месяц",2,"научный сотрудник","group2"
"group2-20-04-2025_19:31","покупают в среднем две книги в месяц",3,"охранник","group2"
"group2-20-04-2025_19:31","имеют абонемент в фитнес-клуб",1,"охранник","group2"
"group2-20-04-2025_19:31","имеют абонемент в фитнес-клуб",2,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","имеют абонемент в фитнес-клуб",3,"лейтенант вмф","group2"
"group2-20-04-2025_19:31","читают донцову",1,"бухгалтер","group2"
"group2-20-04-2025_19:31","читают донцову",2,"товаровед","group2"
"group2-20-04-2025_19:31","читают донцову",3,"охранник","group2"
"group2-20-04-2025_19:31","любят песни шамана",1,"воспитатель","group2"
"group2-20-04-2025_19:31","любят песни шамана",2,"начальник отдела кадров","group2"
"group2-20-04-2025_19:31","любят песни шамана",3,"артист оркестра","group2"
"group2-20-04-2025_19:31","смотрят фестивальное кино",1,"медсестра","group2"
"group2-20-04-2025_19:31","смотрят фестивальное кино",2,"дизайнер интерьеров","group2"
"group2-20-04-2025_19:31","смотрят фестивальное кино",3,"врач отоларинголог","group2"
"group2-20-04-2025_19:31","покупают продукты в вкусвилле",1,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","покупают продукты в вкусвилле",2,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","покупают продукты в вкусвилле",3,"финансовый консультант","group2"
"group2-20-04-2025_19:31","смотрят телеканал нтв",1,"начальник отдела технического контроля","group2"
"group2-20-04-2025_19:31","смотрят телеканал нтв",2,"охранник","group2"
"group2-20-04-2025_19:31","смотрят телеканал нтв",3,"электромонтер","group2"
"group2-20-04-2025_19:31","вегетарианцы",1,"бариста","group2"
"group2-20-04-2025_19:31","вегетарианцы",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","вегетарианцы",3,"дизайнер интерьеров","group2"
"group2-20-04-2025_19:31","прыгали с парашютом",1,"школьный учитель","group2"
"group2-20-04-2025_19:31","прыгали с парашютом",2,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","прыгали с парашютом",3,"лейтенант вмф","group2"
"group2-20-04-2025_19:31","знают французский",1,"научный сотрудник","group2"
"group2-20-04-2025_19:31","знают французский",2,"администратор гостиницы","group2"
"group2-20-04-2025_19:31","знают французский",3,"охранник","group2"
"group2-20-04-2025_19:31","зарабатывают больше 200 тысяч рублей в месяц",1,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","зарабатывают больше 200 тысяч рублей в месяц",2,"прораб","group2"
"group2-20-04-2025_19:31","зарабатывают больше 200 тысяч рублей в месяц",3,"менеджер по продажам","group2"
"group2-20-04-2025_19:31","занимаются йогой",1,"психотерапевт","group2"
"group2-20-04-2025_19:31","занимаются йогой",2,"врач отоларинголог","group2"
"group2-20-04-2025_19:31","занимаются йогой",3,"артист оркестра","group2"
"group2-20-04-2025_19:31","живут на петроградке",1,"бариста","group2"
"group2-20-04-2025_19:31","живут на петроградке",2,"архитектор","group2"
"group2-20-04-2025_19:31","живут на петроградке",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","младше 30 лет",1,"бариста","group2"
"group2-20-04-2025_19:31","младше 30 лет",2,"официант","group2"
"group2-20-04-2025_19:31","младше 30 лет",3,"кассир","group2"
"group2-20-04-2025_19:31","бывали на каникулах в италии",1,"менеджер по продажам","group2"
"group2-20-04-2025_19:31","бывали на каникулах в италии",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","бывали на каникулах в италии",3,"агент по недвижимости","group2"
"group2-20-04-2025_19:31","придерживаются оппозиционных политических взглядов",1,"юрист","group2"
"group2-20-04-2025_19:31","придерживаются оппозиционных политических взглядов",2,"водитель такси","group2"
"group2-20-04-2025_19:31","придерживаются оппозиционных политических взглядов",3,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","регулярно посещают психолога",1,"артист оркестра","group2"
"group2-20-04-2025_19:31","регулярно посещают психолога",2,"дизайнер интерьеров","group2"
"group2-20-04-2025_19:31","регулярно посещают психолога",3,"веб-дизайнер","group2"
"group2-20-04-2025_19:31","были в мариинском театре в прошлом месяце",1,"врач отоларинголог","group2"
"group2-20-04-2025_19:31","были в мариинском театре в прошлом месяце",2,"архитектор","group2"
"group2-20-04-2025_19:31","были в мариинском театре в прошлом месяце",3,"лейтенант вмф","group2"
"group2-20-04-2025_19:31","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"менеджер по продажам","group2"
"group2-20-04-2025_19:31","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-04-2025_19:31","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","не ходят к зубному врачу пока не болят зубы",1,"уборщик помещений","group2"
"group2-20-04-2025_19:31","не ходят к зубному врачу пока не болят зубы",2,"повар","group2"
"group2-20-04-2025_19:31","не ходят к зубному врачу пока не болят зубы",3,"лейтенант вмф","group2"
"group2-20-04-2025_19:31","любят стендап",1,"разработчик программного обеспечения","group2"
"group2-20-04-2025_19:31","любят стендап",2,"мастер маникюра","group2"
"group2-20-04-2025_19:31","любят стендап",3,"администратор гостиницы","group2"
"group2-20-04-2025_19:31","живут в мурино",1,"психотерапевт","group2"
"group2-20-04-2025_19:31","живут в мурино",2,"агент по недвижимости","group2"
"group2-20-04-2025_19:31","живут в мурино",3,"официант","group2"
"group2-21-04-2025_22:32","пьют фильтр-кофе или напитки на основе эспрессо",1,"бариста","group2"
"group2-21-04-2025_22:32","пьют фильтр-кофе или напитки на основе эспрессо",2,"дизайнер интерьеров","group2"
"group2-21-04-2025_22:32","пьют фильтр-кофе или напитки на основе эспрессо",3,"секретарь","group2"
"group2-21-04-2025_22:32","были на спортивном матче в последние полгода",1,"отделочник-универсал","group2"
"group2-21-04-2025_22:32","были на спортивном матче в последние полгода",2,"начальник отдела технического контроля","group2"
"group2-21-04-2025_22:32","были на спортивном матче в последние полгода",3,"менеджер по продажам","group2"
"group2-21-04-2025_22:32","старше 60 лет",1,"кассир","group2"
"group2-21-04-2025_22:32","старше 60 лет",2,"охранник","group2"
"group2-21-04-2025_22:32","старше 60 лет",3,"медсестра","group2"
"group2-21-04-2025_22:32","отдыхают в турции",1,"артист оркестра","group2"
"group2-21-04-2025_22:32","отдыхают в турции",2,"архитектор","group2"
"group2-21-04-2025_22:32","отдыхают в турции",3,"менеджер по продажам","group2"
"group2-21-04-2025_22:32","ежедневно проводят в соцсетях свыше двух часов",1,"водитель такси","group2"
"group2-21-04-2025_22:32","ежедневно проводят в соцсетях свыше двух часов",2,"токарь","group2"
"group2-21-04-2025_22:32","ежедневно проводят в соцсетях свыше двух часов",3,"водитель бензовоза","group2"
"group2-21-04-2025_22:32","регулярно посещают церковь",1,"лейтенант вмф","group2"
"group2-21-04-2025_22:32","регулярно посещают церковь",2,"школьный учитель","group2"
"group2-21-04-2025_22:32","регулярно посещают церковь",3,"медсестра","group2"
"group2-21-04-2025_22:32","любят салат оливье",1,"повар","group2"
"group2-21-04-2025_22:32","любят салат оливье",2,"водитель такси","group2"
"group2-21-04-2025_22:32","любят салат оливье",3,"охранник","group2"
"group2-21-04-2025_22:32","имеют троих детей",1,"администратор гостиницы","group2"
"group2-21-04-2025_22:32","имеют троих детей",2,"агент по недвижимости","group2"
"group2-21-04-2025_22:32","имеют троих детей",3,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","регулярно выезжают на шашлыки",1,"лейтенант вмф","group2"
"group2-21-04-2025_22:32","регулярно выезжают на шашлыки",2,"повар","group2"
"group2-21-04-2025_22:32","регулярно выезжают на шашлыки",3,"начальник отдела кадров","group2"
"group2-21-04-2025_22:32","не празднуют 8 марта и 23 февраля",1,"водитель бензовоза","group2"
"group2-21-04-2025_22:32","не празднуют 8 марта и 23 февраля",2,"медсестра","group2"
"group2-21-04-2025_22:32","не празднуют 8 марта и 23 февраля",3,"разработчик программного обеспечения","group2"
"group2-21-04-2025_22:32","носят натуральную дубленку или шубу из натурального меха",1,"администратор гостиницы","group2"
"group2-21-04-2025_22:32","носят натуральную дубленку или шубу из натурального меха",2,"юрист","group2"
"group2-21-04-2025_22:32","носят натуральную дубленку или шубу из натурального меха",3,"мастер маникюра","group2"
"group2-21-04-2025_22:32","пьют баночное пиво из супермаркета",1,"охранник","group2"
"group2-21-04-2025_22:32","пьют баночное пиво из супермаркета",2,"грузчик","group2"
"group2-21-04-2025_22:32","пьют баночное пиво из супермаркета",3,"уборщик помещений","group2"
"group2-21-04-2025_22:32","носят adidas",1,"грузчик","group2"
"group2-21-04-2025_22:32","носят adidas",2,"прораб","group2"
"group2-21-04-2025_22:32","носят adidas",3,"водитель такси","group2"
"group2-21-04-2025_22:32","покупают в среднем две книги в месяц",1,"школьный учитель","group2"
"group2-21-04-2025_22:32","покупают в среднем две книги в месяц",2,"университетский профессор","group2"
"group2-21-04-2025_22:32","покупают в среднем две книги в месяц",3,"научный сотрудник","group2"
"group2-21-04-2025_22:32","имеют абонемент в фитнес-клуб",1,"психотерапевт","group2"
"group2-21-04-2025_22:32","имеют абонемент в фитнес-клуб",2,"бухгалтер","group2"
"group2-21-04-2025_22:32","имеют абонемент в фитнес-клуб",3,"секретарь","group2"
"group2-21-04-2025_22:32","любят песни шамана",1,"охранник","group2"
"group2-21-04-2025_22:32","любят песни шамана",2,"лейтенант вмф","group2"
"group2-21-04-2025_22:32","любят песни шамана",3,"водитель такси","group2"
"group2-21-04-2025_22:32","смотрят фестивальное кино",1,"артист оркестра","group2"
"group2-21-04-2025_22:32","смотрят фестивальное кино",2,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","смотрят фестивальное кино",3,"дизайнер интерьеров","group2"
"group2-21-04-2025_22:32","покупают продукты в вкусвилле",1,"бариста","group2"
"group2-21-04-2025_22:32","покупают продукты в вкусвилле",2,"медсестра","group2"
"group2-21-04-2025_22:32","покупают продукты в вкусвилле",3,"мастер маникюра","group2"
"group2-21-04-2025_22:32","смотрят телеканал нтв",1,"юрист","group2"
"group2-21-04-2025_22:32","смотрят телеканал нтв",2,"лейтенант вмф","group2"
"group2-21-04-2025_22:32","смотрят телеканал нтв",3,"охранник","group2"
"group2-21-04-2025_22:32","вегетарианцы",1,"школьный учитель","group2"
"group2-21-04-2025_22:32","вегетарианцы",2,"мастер маникюра","group2"
"group2-21-04-2025_22:32","вегетарианцы",3,"секретарь","group2"
"group2-21-04-2025_22:32","прыгали с парашютом",1,"бариста","group2"
"group2-21-04-2025_22:32","прыгали с парашютом",2,"разработчик программного обеспечения","group2"
"group2-21-04-2025_22:32","прыгали с парашютом",3,"дизайнер интерьеров","group2"
"group2-21-04-2025_22:32","знают французский",1,"продавец-консультант","group2"
"group2-21-04-2025_22:32","знают французский",2,"повар","group2"
"group2-21-04-2025_22:32","знают французский",3,"официант","group2"
"group2-21-04-2025_22:32","занимаются йогой",1,"психотерапевт","group2"
"group2-21-04-2025_22:32","занимаются йогой",2,"бариста","group2"
"group2-21-04-2025_22:32","занимаются йогой",3,"официант","group2"
"group2-21-04-2025_22:32","живут на петроградке",1,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","живут на петроградке",2,"артист оркестра","group2"
"group2-21-04-2025_22:32","живут на петроградке",3,"агент по недвижимости","group2"
"group2-21-04-2025_22:32","младше 30 лет",1,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","младше 30 лет",2,"бариста","group2"
"group2-21-04-2025_22:32","младше 30 лет",3,"официант","group2"
"group2-21-04-2025_22:32","бывали на каникулах в италии",1,"артист оркестра","group2"
"group2-21-04-2025_22:32","бывали на каникулах в италии",2,"архитектор","group2"
"group2-21-04-2025_22:32","бывали на каникулах в италии",3,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","придерживаются оппозиционных политических взглядов",1,"водитель такси","group2"
"group2-21-04-2025_22:32","придерживаются оппозиционных политических взглядов",2,"университетский профессор","group2"
"group2-21-04-2025_22:32","придерживаются оппозиционных политических взглядов",3,"школьный учитель","group2"
"group2-21-04-2025_22:32","регулярно посещают психолога",1,"психотерапевт","group2"
"group2-21-04-2025_22:32","регулярно посещают психолога",2,"научный сотрудник","group2"
"group2-21-04-2025_22:32","регулярно посещают психолога",3,"начальник отдела кадров","group2"
"group2-21-04-2025_22:32","были в мариинском театре в прошлом месяце",1,"артист оркестра","group2"
"group2-21-04-2025_22:32","были в мариинском театре в прошлом месяце",2,"дизайнер интерьеров","group2"
"group2-21-04-2025_22:32","были в мариинском театре в прошлом месяце",3,"психотерапевт","group2"
"group2-21-04-2025_22:32","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"бухгалтер","group2"
"group2-21-04-2025_22:32","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"бариста","group2"
"group2-21-04-2025_22:32","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"администратор гостиницы","group2"
"group2-21-04-2025_22:32","не ходят к зубному врачу пока не болят зубы",1,"школьный учитель","group2"
"group2-21-04-2025_22:32","не ходят к зубному врачу пока не болят зубы",2,"водитель такси","group2"
"group2-21-04-2025_22:32","не ходят к зубному врачу пока не болят зубы",3,"грузчик","group2"
"group2-21-04-2025_22:32","любят стендап",1,"артист оркестра","group2"
"group2-21-04-2025_22:32","любят стендап",2,"мастер маникюра","group2"
"group2-21-04-2025_22:32","любят стендап",3,"веб-дизайнер","group2"
"group2-21-04-2025_22:32","живут в мурино",1,"уборщик помещений","group2"
"group2-21-04-2025_22:32","живут в мурино",2,"грузчик","group2"
"group2-21-04-2025_22:32","живут в мурино",3,"охранник","group2"
"group2-01-05-2025_17:15","пьют фильтр-кофе или напитки на основе эспрессо",1,"водитель бензовоза","group2"
"group2-01-05-2025_17:15","пьют фильтр-кофе или напитки на основе эспрессо",2,"прораб","group2"
"group2-01-05-2025_17:15","пьют фильтр-кофе или напитки на основе эспрессо",3,"бариста","group2"
"group2-01-05-2025_17:15","были на спортивном матче в последние полгода",1,"университетский профессор","group2"
"group2-01-05-2025_17:15","были на спортивном матче в последние полгода",2,"финансовый консультант","group2"
"group2-01-05-2025_17:15","были на спортивном матче в последние полгода",3,"водитель бензовоза","group2"
"group2-01-05-2025_17:15","старше 60 лет",1,"охранник","group2"
"group2-01-05-2025_17:15","старше 60 лет",2,"университетский профессор","group2"
"group2-01-05-2025_17:15","старше 60 лет",3,"токарь","group2"
"group2-01-05-2025_17:15","отдыхают в турции",1,"воспитатель","group2"
"group2-01-05-2025_17:15","отдыхают в турции",2,"разработчик программного обеспечения","group2"
"group2-01-05-2025_17:15","отдыхают в турции",3,"водитель такси","group2"
"group2-01-05-2025_17:15","ежедневно проводят в соцсетях свыше двух часов",1,"кассир","group2"
"group2-01-05-2025_17:15","ежедневно проводят в соцсетях свыше двух часов",2,"бариста","group2"
"group2-01-05-2025_17:15","ежедневно проводят в соцсетях свыше двух часов",3,"менеджер по продажам","group2"
"group2-01-05-2025_17:15","регулярно посещают церковь",1,"водитель такси","group2"
"group2-01-05-2025_17:15","регулярно посещают церковь",2,"уборщик помещений","group2"
"group2-01-05-2025_17:15","регулярно посещают церковь",3,"школьный учитель","group2"
"group2-01-05-2025_17:15","любят салат оливье",1,"школьный учитель","group2"
"group2-01-05-2025_17:15","любят салат оливье",2,"охранник","group2"
"group2-01-05-2025_17:15","любят салат оливье",3,"повар","group2"
"group2-01-05-2025_17:15","имеют троих детей",1,"воспитатель","group2"
"group2-01-05-2025_17:15","имеют троих детей",2,"водитель такси","group2"
"group2-01-05-2025_17:15","имеют троих детей",3,"электромонтер","group2"
"group2-01-05-2025_17:15","регулярно выезжают на шашлыки",1,"водитель бензовоза","group2"
"group2-01-05-2025_17:15","регулярно выезжают на шашлыки",2,"товаровед","group2"
"group2-01-05-2025_17:15","регулярно выезжают на шашлыки",3,"повар","group2"
"group2-01-05-2025_17:15","не празднуют 8 марта и 23 февраля",1,"токарь","group2"
"group2-01-05-2025_17:15","не празднуют 8 марта и 23 февраля",2,"грузчик","group2"
"group2-01-05-2025_17:15","не празднуют 8 марта и 23 февраля",3,"инженер-конструктор","group2"
"group2-01-05-2025_17:15","носят натуральную дубленку или шубу из натурального меха",1,"секретарь","group2"
"group2-01-05-2025_17:15","носят натуральную дубленку или шубу из натурального меха",2,"школьный учитель","group2"
"group2-01-05-2025_17:15","носят натуральную дубленку или шубу из натурального меха",3,"врач отоларинголог","group2"
"group2-01-05-2025_17:15","пьют баночное пиво из супермаркета",1,"грузчик","group2"
"group2-01-05-2025_17:15","пьют баночное пиво из супермаркета",2,"электромонтер","group2"
"group2-01-05-2025_17:15","пьют баночное пиво из супермаркета",3,"токарь","group2"
"group2-01-05-2025_17:15","носят adidas",1,"товаровед","group2"
"group2-01-05-2025_17:15","носят adidas",2,"прораб","group2"
"group2-01-05-2025_17:15","носят adidas",3,"грузчик","group2"
"group2-01-05-2025_17:15","покупают в среднем две книги в месяц",1,"школьный учитель","group2"
"group2-01-05-2025_17:15","покупают в среднем две книги в месяц",2,"университетский профессор","group2"
"group2-01-05-2025_17:15","покупают в среднем две книги в месяц",3,"воспитатель","group2"
"group2-01-05-2025_17:15","имеют абонемент в фитнес-клуб",1,"мастер маникюра","group2"
"group2-01-05-2025_17:15","имеют абонемент в фитнес-клуб",2,"разработчик программного обеспечения","group2"
"group2-01-05-2025_17:15","имеют абонемент в фитнес-клуб",3,"веб-дизайнер","group2"
"group2-01-05-2025_17:15","любят песни шамана",1,"продавец-консультант","group2"
"group2-01-05-2025_17:15","любят песни шамана",2,"лейтенант вмф","group2"
"group2-01-05-2025_17:15","любят песни шамана",3,"водитель бензовоза","group2"
"group2-01-05-2025_17:15","смотрят фестивальное кино",1,"университетский профессор","group2"
"group2-01-05-2025_17:15","смотрят фестивальное кино",2,"школьный учитель","group2"
"group2-01-05-2025_17:15","смотрят фестивальное кино",3,"артист оркестра","group2"
"group2-01-05-2025_17:15","покупают продукты в вкусвилле",1,"дизайнер интерьеров","group2"
"group2-01-05-2025_17:15","покупают продукты в вкусвилле",2,"разработчик программного обеспечения","group2"
"group2-01-05-2025_17:15","покупают продукты в вкусвилле",3,"веб-дизайнер","group2"
"group2-01-05-2025_17:15","смотрят телеканал нтв",1,"охранник","group2"
"group2-01-05-2025_17:15","смотрят телеканал нтв",2,"водитель бензовоза","group2"
"group2-01-05-2025_17:15","смотрят телеканал нтв",3,"электромонтер","group2"
"group2-01-05-2025_17:15","вегетарианцы",1,"бариста","group2"
"group2-01-05-2025_17:15","вегетарианцы",2,"официант","group2"
"group2-01-05-2025_17:15","вегетарианцы",3,"артист оркестра","group2"
"group2-01-05-2025_17:15","прыгали с парашютом",1,"администратор гостиницы","group2"
"group2-01-05-2025_17:15","прыгали с парашютом",2,"разработчик программного обеспечения","group2"
